customer_id,first_name,last_name,state,credit_score_band,is_returning
app_56,Brandon,Davidson,TAS,Good,0
app_57,Steven,Martin,VIC,Good,0
app_58,Michelle,Arnold,QLD,Fair,0
app_59,Marcus,Chambers,VIC,Good,0
app_60,Andrea,Weber,QLD,Good,0
app_61,Amanda,King,NT,Good,0
app_62,Miguel,Scott,SA,Excellent,0
app_63,Mathew,Williams,NT,Excellent,0
app_64,Michael,Rosario,WA,Fair,0
app_65,Dennis,Hull,NT,Excellent,0
app_66,Michael,Peterson,WA,Fair,1
app_67,Willie,Torres,VIC,Excellent,0
app_68,Joseph,Torres,WA,Good,0
app_69,Tracey,Schmitt,NT,Excellent,0
app_70,Diana,Stevens,NT,Excellent,0
app_71,Holly,Vargas,SA,Good,0
app_72,Dylan,Morgan,QLD,Excellent,0
app_73,Charles,Gallagher,TAS,Fair,0
app_74,Louis,Cox,SA,Fair,0
app_75,Ian,Gutierrez,QLD,Poor,1
app_76,Lauren,Garcia,NT,Excellent,0
app_77,Anne,Smith,SA,Excellent,1
app_78,Lisa,Smith,NT,Excellent,0
app_79,Michelle,Payne,NT,Excellent,0
app_80,Matthew,Taylor,TAS,Poor,0
app_81,Pamela,Ewing,VIC,Excellent,1
app_82,Joseph,Watts,NSW,Good,0
app_83,Daniel,Hubbard,TAS,Good,0
app_84,Matthew,Parks,ACT,Excellent,0
app_85,Denise,Flynn,QLD,Good,0
app_86,Emma,Murphy,NSW,Fair,0
app_87,James,Newton,ACT,Excellent,0
app_88,Stephen,Ward,QLD,Good,0
app_89,Jose,Thomas,WA,Excellent,0
app_90,Rachel,Hensley,SA,Fair,0
app_91,Amber,Smith,VIC,Excellent,1
app_92,James,Perez,TAS,Fair,0
app_93,Arthur,Hernandez,QLD,Good,0
app_94,Todd,Anderson,SA,Good,0
app_95,Jason,Mcdonald,NSW,Good,1
app_96,Stacy,Brown,VIC,Poor,0
app_97,Jennifer,Zimmerman,ACT,Good,0
app_98,David,Michael,NT,Good,0
app_99,Mary,Cruz,ACT,Excellent,0
app_100,Daniel,Bailey,NSW,Good,0
app_101,Tonya,Ray,NT,Fair,0
app_102,Caitlin,Wiggins,TAS,Poor,0
app_103,Andrea,Watson,QLD,Poor,0
app_104,Greg,Santiago,TAS,Good,0
app_105,Brian,Medina,NT,Fair,0
app_106,Kimberly,Gibson,NSW,Excellent,0
app_107,Paul,Parsons,QLD,Good,0
app_108,Robert,Shepard,NT,Good,1
app_109,Christine,Watson,QLD,Excellent,1
app_110,Ashley,Ramos,NT,Good,0
app_111,Thomas,Rojas,WA,Excellent,0
app_112,Ian,Duran,NT,Excellent,1
app_113,Jonathan,Long,SA,Good,0
app_114,Kathy,Vazquez,SA,Good,0
app_115,Ann,White,NSW,Excellent,0
app_116,Ronald,Wilkerson,QLD,Good,1
app_117,Marcus,Richardson,SA,Excellent,0
app_118,Stephanie,Robinson,VIC,Good,0
app_119,Timothy,Mueller,ACT,Fair,1
app_120,Christopher,Scott,TAS,Excellent,0
app_121,David,Berg,WA,Excellent,0
app_122,Michelle,Curtis,ACT,Poor,0
app_123,Eric,Wang,TAS,Excellent,0
app_124,Henry,Walker,VIC,Good,1
app_125,Edward,Green,SA,Poor,0
app_126,Erica,Morgan,SA,Good,0
app_127,Lisa,Lang,ACT,Good,0
app_128,Manuel,Sanders,NSW,Good,0
app_129,Christine,Anderson,TAS,Excellent,0
app_130,Cody,Davis,WA,Fair,0
app_131,Cynthia,Mccormick,ACT,Good,0
app_132,Douglas,Gomez,QLD,Poor,0
app_133,Stephanie,Anthony,NSW,Excellent,1
app_134,Anita,Garcia,WA,Excellent,0
app_135,Vincent,Williams,ACT,Good,0
app_136,Cheryl,Potter,SA,Good,0
app_137,Maria,Davis,NT,Fair,0
app_138,Allison,Baker,WA,Fair,0
app_139,Leonard,Jones,NSW,Excellent,1
app_140,Cathy,Lambert,ACT,Good,0
app_141,Laura,Benson,QLD,Excellent,0
app_142,Patricia,Ramos,TAS,Excellent,1
app_143,Cindy,Jones,WA,Poor,0
app_144,Daniel,May,VIC,Excellent,0
app_145,Maria,Crawford,VIC,Fair,1
app_146,Norma,Sanchez,QLD,Fair,1
app_147,Crystal,Johnson,NSW,Good,0
app_148,Gina,Schmidt,VIC,Poor,0
app_149,Monica,Soto,TAS,Fair,0
app_150,Russell,Sherman,VIC,Poor,0
app_151,Daniel,Collins,NT,Good,0
app_152,Jimmy,Hopkins,SA,Good,0
app_153,Olivia,Fisher,NT,Fair,0
app_154,Robert,Andersen,WA,Excellent,0
app_155,Mark,Smith,NT,Fair,0
app_156,Jessica,Barton,SA,Good,1
app_157,Jesus,Williams,NT,Good,0
app_158,Arthur,Hampton,NSW,Excellent,0
app_159,Julie,Joseph,NSW,Excellent,0
app_160,Dana,Fisher,WA,Good,1
app_161,Anthony,Horne,NSW,Excellent,0
app_162,Jacob,Bradford,TAS,Excellent,0
app_163,Christopher,Hill,ACT,Excellent,0
app_164,Daniel,Frye,NSW,Fair,1
app_165,Thomas,Perry,NT,Poor,1
app_166,Samantha,Dorsey,QLD,Excellent,0
app_167,Donald,Rollins,SA,Excellent,0
app_168,Lauren,Rangel,WA,Excellent,0
app_169,Gloria,Ali,NT,Poor,0
app_170,Charles,Bright,NSW,Excellent,0
app_171,Gabriella,Kelley,NT,Good,0
app_172,Raymond,Brown,SA,Excellent,1
app_173,Christopher,Lawrence,SA,Fair,0
app_174,Edward,Hendricks,NT,Good,0
app_175,Amy,Miller,ACT,Excellent,0
app_176,Deanna,Bradshaw,WA,Good,0
app_177,Manuel,Jimenez,NSW,Excellent,0
app_178,Tyler,Bailey,QLD,Good,1
app_179,Kristen,Dillon,VIC,Fair,1
app_180,Mandy,Gordon,VIC,Good,0
app_181,Frank,Walker,ACT,Good,0
app_182,Alyssa,Wilson,SA,Good,0
app_183,Aaron,Miller,ACT,Good,0
app_184,George,Beck,SA,Poor,0
app_185,Jessica,Price,VIC,Excellent,0
app_186,Stephanie,Boyd,ACT,Poor,0
app_187,Glenn,Stevens,SA,Good,0
app_188,Paul,Sullivan,QLD,Good,0
app_189,Fernando,Thompson,WA,Fair,0
app_190,Samantha,Blair,NSW,Good,0
app_191,Heather,Benson,QLD,Excellent,1
app_192,Michael,Chandler,NT,Poor,0
app_193,Sabrina,Wilkerson,QLD,Fair,0
app_194,Nina,Little,QLD,Fair,0
app_195,Wesley,Ward,SA,Excellent,1
app_196,William,Blake,WA,Poor,1
app_197,Wendy,Cunningham,VIC,Poor,0
app_198,Karen,Marshall,QLD,Excellent,0
app_199,Jay,Gonzalez,QLD,Good,0
app_200,Daniel,Kirk,QLD,Excellent,0
app_201,Caitlyn,Rose,TAS,Good,0
app_202,Linda,Adams,ACT,Poor,0
app_203,Caroline,Ruiz,TAS,Good,0
app_204,Katelyn,Melton,WA,Good,0
app_205,Grant,Fletcher,TAS,Excellent,0
app_206,Gordon,Trevino,VIC,Fair,1
app_207,Ricky,Morris,QLD,Fair,0
app_208,Gary,Klein,NSW,Good,0
app_209,Luis,Rush,WA,Excellent,0
app_210,Stephanie,Copeland,WA,Excellent,0
app_211,Ralph,Ryan,TAS,Good,0
app_212,Johnny,Oneill,TAS,Good,0
app_213,Samuel,Kane,QLD,Good,1
app_214,Alexander,Galvan,WA,Fair,1
app_215,Cameron,Cole,ACT,Good,0
app_216,Misty,Hampton,VIC,Excellent,0
app_217,Kimberly,Wagner,TAS,Excellent,0
app_218,Christopher,Petty,ACT,Fair,0
app_219,Cynthia,Fitzgerald,NSW,Fair,0
app_220,Cesar,Garcia,SA,Good,0
app_221,Joseph,Rodriguez,ACT,Poor,1
app_222,Sean,Price,TAS,Good,0
app_223,Nicholas,Anderson,NT,Excellent,0
app_224,Kenneth,Arnold,SA,Good,0
app_225,Arthur,Gomez,TAS,Good,1
app_226,Joseph,Moore,QLD,Good,1
app_227,Jose,Flores,NT,Fair,0
app_228,Holly,Larson,SA,Excellent,0
app_229,Mark,Peterson,ACT,Poor,0
app_230,Allison,Tanner,TAS,Good,0
app_231,Michael,Davis,ACT,Good,0
app_232,Jennifer,Lawson,VIC,Excellent,1
app_233,Joshua,Jones,ACT,Good,0
app_234,Lisa,Burns,VIC,Excellent,0
app_235,Jason,Wagner,ACT,Good,0
app_236,Kiara,Rivera,NT,Excellent,0
app_237,Debbie,Myers,VIC,Good,0
app_238,Brandon,Reyes,TAS,Excellent,0
app_239,Samuel,Lopez,NSW,Fair,0
app_240,Brandon,Kelly,TAS,Poor,0
app_241,Jacqueline,Roy,SA,Good,0
app_242,Carla,Jones,WA,Good,0
app_243,Natalie,Richard,QLD,Excellent,0
app_244,Robert,Holmes,SA,Excellent,0
app_245,Howard,Doyle,WA,Excellent,0
app_246,Raymond,Scott,VIC,Fair,0
app_247,Kimberly,Charles,NSW,Good,0
app_248,Sarah,Howell,SA,Good,0
app_249,Rachel,Davis,ACT,Excellent,0
app_250,Jessica,Lambert,QLD,Fair,0
app_251,Corey,Shaffer,NSW,Poor,0
app_252,Jose,Ward,WA,Poor,1
app_253,Briana,Walter,TAS,Good,0
app_254,Jennifer,Schmitt,WA,Excellent,0
app_255,Dawn,Nelson,QLD,Excellent,0
app_256,Anthony,Solomon,QLD,Fair,0
app_257,Benjamin,Evans,SA,Fair,1
app_258,Amanda,Smith,VIC,Poor,0
app_259,David,Campos,ACT,Excellent,0
app_260,Susan,Taylor,VIC,Good,0
app_261,Robert,Solis,WA,Good,0
app_262,Tiffany,Sims,TAS,Good,0
app_263,Jason,Harris,SA,Fair,0
app_264,Christopher,Hernandez,VIC,Good,0
app_265,Christopher,Rhodes,VIC,Good,0
app_266,Kelly,Gonzalez,TAS,Excellent,1
app_267,Lauren,Smith,QLD,Good,0
app_268,Derrick,Murphy,NSW,Poor,0
app_269,William,Hudson,TAS,Excellent,0
app_270,Debra,Rodriguez,QLD,Fair,0
app_271,Dustin,Welch,NSW,Excellent,0
app_272,Kimberly,Carter,ACT,Poor,0
app_273,Kathryn,Olson,VIC,Excellent,0
app_274,Tony,House,QLD,Good,0
app_275,Lauren,Nguyen,QLD,Good,0
app_276,Jeffrey,Logan,SA,Excellent,0
app_277,Joshua,Perez,ACT,Good,0
app_278,James,Hanson,SA,Poor,0
app_279,Jocelyn,Williams,NSW,Fair,0
app_280,Christopher,Clark,ACT,Good,0
app_281,Lindsay,Ramos,NT,Good,1
app_282,Renee,Taylor,NT,Good,0
app_283,Francisco,Singh,NSW,Excellent,0
app_284,Heather,Neal,TAS,Good,0
app_285,Carlos,Greene,VIC,Excellent,0
app_286,Jennifer,Rios,ACT,Fair,0
app_287,April,Johnson,QLD,Fair,1
app_288,Nancy,Robinson,WA,Good,0
app_289,Megan,Jordan,ACT,Fair,0
app_290,Kayla,Salazar,VIC,Excellent,1
app_291,Kelly,Silva,WA,Fair,0
app_292,Joseph,Bartlett,SA,Excellent,0
app_293,Howard,Hughes,NSW,Excellent,0
app_294,James,Dalton,SA,Excellent,0
app_295,Kelly,Hull,WA,Excellent,0
app_296,Paul,Aguilar,TAS,Good,0
app_297,Ian,Stafford,TAS,Poor,0
app_298,Heather,Butler,ACT,Good,1
app_299,Jason,Williams,QLD,Excellent,0
app_300,Noah,Reynolds,WA,Poor,0
app_301,Seth,Lewis,TAS,Poor,0
app_302,Alexis,Rose,ACT,Good,0
app_303,Debra,Galloway,ACT,Excellent,0
app_304,Kristina,Li,NT,Good,0
app_305,Maria,Collins,NSW,Fair,0
app_306,Angela,Hill,WA,Excellent,0
app_307,Travis,Steele,NSW,Fair,1
app_308,Alicia,Murillo,ACT,Good,0
app_309,Marissa,Perez,VIC,Excellent,0
app_310,Alyssa,Miller,NSW,Excellent,1
app_311,Karen,Flores,WA,Good,0
app_312,Jonathan,Johnson,SA,Good,0
app_313,Charles,Sanders,TAS,Good,0
app_314,Anthony,Roberts,SA,Excellent,0
app_315,Cynthia,Holt,VIC,Poor,0
app_316,Mary,Rose,QLD,Excellent,0
app_317,Robert,Matthews,TAS,Excellent,0
app_318,Kathryn,Simmons,TAS,Excellent,0
app_319,Ashley,Gonzalez,WA,Excellent,1
app_320,Fernando,Valencia,VIC,Good,0
app_321,David,Smith,NSW,Good,0
app_322,Lisa,Mendez,VIC,Fair,0
app_323,Jason,Lopez,TAS,Good,0
app_324,James,Burns,QLD,Fair,0
app_325,Garrett,Lee,TAS,Poor,0
app_326,Trevor,Villarreal,NT,Fair,0
app_327,Vickie,Charles,TAS,Excellent,0
app_328,David,Spencer,NSW,Good,0
app_329,Danielle,Moore,NT,Good,0
app_330,Kenneth,Thomas,NT,Good,0
app_331,James,Shah,WA,Fair,0
app_332,Lisa,Long,NT,Excellent,0
app_333,Kristen,Owens,TAS,Good,1
app_334,Ashley,Hebert,SA,Fair,0
app_335,Jennifer,Chen,NT,Excellent,1
app_336,Debra,Madden,NT,Excellent,0
app_337,Matthew,Simmons,SA,Good,1
app_338,Ronald,Olson,NT,Good,0
app_339,Steven,Aguilar,VIC,Fair,0
app_340,Lisa,Johnson,WA,Good,0
app_341,Kathryn,Espinoza,WA,Good,0
app_342,Jason,Flowers,NSW,Good,0
app_343,Raymond,James,QLD,Excellent,0
app_344,Dakota,Jones,NT,Good,0
app_345,Mark,Moses,ACT,Excellent,0
app_346,Keith,Bailey,WA,Good,1
app_347,Joseph,Caldwell,TAS,Excellent,0
app_348,Eric,Pennington,WA,Fair,0
app_349,Casey,Barnes,ACT,Excellent,0
app_350,Michelle,Smith,NSW,Excellent,0
app_351,Robin,Petersen,TAS,Good,0
app_352,Gary,Davies,VIC,Fair,0
app_353,Jeffrey,Thornton,QLD,Good,1
app_354,Stephanie,Harper,WA,Poor,0
app_355,Carly,Thompson,QLD,Good,0
app_356,Robin,Montoya,ACT,Excellent,0
app_357,Anthony,Miller,TAS,Good,0
app_358,Dwayne,Evans,WA,Fair,0
app_359,Kevin,Hernandez,TAS,Good,0
app_360,Emily,Hester,NSW,Excellent,0
app_361,Jessica,Powell,TAS,Fair,1
app_362,Stephanie,Lopez,TAS,Good,0
app_363,Ariana,Nelson,ACT,Good,0
app_364,Courtney,Le,NSW,Good,0
app_365,Eric,Cummings,QLD,Good,0
app_366,Ryan,Miller,WA,Excellent,0
app_367,Michael,Brown,VIC,Excellent,0
app_368,Stephen,Baker,QLD,Fair,0
app_369,Larry,Underwood,NSW,Good,1
app_370,Gloria,Anderson,TAS,Good,0
app_371,Tiffany,Gomez,SA,Excellent,0
app_372,Victor,Duke,WA,Excellent,0
app_373,Whitney,Cortez,NSW,Fair,0
app_374,Claudia,Haynes,ACT,Good,0
app_375,Kathryn,Wright,ACT,Good,0
app_376,Mary,Gonzales,SA,Poor,0
app_377,David,Mueller,ACT,Excellent,0
app_378,Pamela,Olsen,WA,Good,0
app_379,Sherry,Wright,NSW,Fair,0
app_380,Robert,Gomez,QLD,Fair,0
app_381,Drew,Stewart,NSW,Good,0
app_382,Julie,Vaughn,ACT,Good,0
app_383,Jessica,Caldwell,QLD,Fair,0
app_384,Amanda,Curtis,VIC,Excellent,0
app_385,Shaun,Dixon,NSW,Excellent,0
app_386,Mark,Peterson,TAS,Fair,0
app_387,Michael,Hall,QLD,Excellent,0
app_388,John,Robinson,NSW,Good,1
app_389,Jade,Herrera,ACT,Good,0
app_390,Rebecca,Swanson,ACT,Good,0
app_391,Daniel,Powell,TAS,Poor,0
app_392,Nicholas,Walker,SA,Good,1
app_393,Andrew,Coffey,TAS,Good,0
app_394,Amanda,Kirby,ACT,Fair,0
app_395,Pamela,Brown,NSW,Poor,0
app_396,Michael,Flores,WA,Good,1
app_397,James,Valdez,NT,Excellent,0
app_398,Kelly,Carey,SA,Excellent,0
app_399,Christopher,Hernandez,SA,Good,1
app_400,Robert,Watkins,NT,Good,0
app_401,Alexander,Robinson,QLD,Good,0
app_402,William,Johns,VIC,Good,0
app_403,Alicia,Roth,VIC,Good,0
app_404,Seth,Garrett,NSW,Excellent,0
app_405,Alexander,Hammond,ACT,Fair,0
app_406,James,Waters,VIC,Excellent,0
app_407,Theresa,Baker,ACT,Excellent,0
app_408,Kyle,Joseph,NSW,Fair,0
app_409,Rebecca,Mcguire,NSW,Excellent,1
app_410,Charles,Snow,QLD,Excellent,0
app_411,Jack,Stone,NT,Fair,0
app_412,Karen,Martinez,NT,Poor,1
app_413,Sherry,Rodriguez,QLD,Fair,0
app_414,Megan,Watson,ACT,Excellent,0
app_415,Michael,Stevens,SA,Excellent,0
app_416,Jacqueline,White,ACT,Excellent,1
app_417,Julia,Smith,WA,Excellent,0
app_418,Kaitlin,Gregory,NSW,Fair,0
app_419,Nicole,Walsh,NT,Excellent,0
app_420,Julie,Collins,ACT,Good,0
app_421,Tony,Montgomery,TAS,Good,0
app_422,Jose,Andrews,SA,Fair,0
app_423,Brandy,Jackson,VIC,Good,0
app_424,Julia,Reid,QLD,Excellent,0
app_425,Cameron,Baker,SA,Excellent,0
app_426,Mathew,Shaw,NSW,Excellent,0
app_427,Cheryl,Gonzalez,ACT,Good,0
app_428,Samantha,Woods,WA,Fair,0
app_429,Brittany,Smith,SA,Good,1
app_430,Melissa,Frost,TAS,Excellent,1
app_431,Mark,Neal,NT,Good,1
app_432,Shelley,Thompson,NSW,Fair,0
app_433,Nicole,Brown,QLD,Good,0
app_434,Stacey,Nguyen,SA,Poor,0
app_435,Timothy,Neal,NSW,Fair,0
app_436,Kevin,Beck,NT,Fair,0
app_437,Beverly,Chan,SA,Good,0
app_438,Christopher,Barnett,TAS,Good,0
app_439,Stephanie,Palmer,NT,Excellent,1
app_440,Robert,Young,QLD,Good,0
app_441,Collin,Kelly,VIC,Excellent,0
app_442,Erica,Murray,ACT,Fair,0
app_443,Ann,Sharp,QLD,Good,0
app_444,Paige,Rice,ACT,Excellent,0
app_445,Charles,Fisher,NT,Excellent,0
app_446,Kim,West,TAS,Fair,0
app_447,Debra,Harrison,WA,Excellent,0
app_448,Brittney,Cobb,NSW,Good,0
app_449,Kayla,Abbott,NT,Excellent,0
app_450,Laura,Smith,SA,Good,0
app_451,Alicia,Medina,TAS,Excellent,0
app_452,Chloe,Hess,WA,Good,0
app_453,Timothy,Flowers,QLD,Excellent,0
app_454,Sarah,Lee,VIC,Good,0
app_455,Troy,Andrews,ACT,Fair,0
app_456,Austin,Gaines,VIC,Poor,0
app_457,Shelia,Grant,NT,Good,0
app_458,Laura,Williams,NT,Fair,0
app_459,Earl,Wright,NSW,Excellent,0
app_460,Michael,Walls,VIC,Good,1
app_461,Lisa,Jackson,WA,Good,0
app_462,Jerry,Reyes,WA,Excellent,0
app_463,Brandon,Wallace,VIC,Excellent,1
app_464,Christina,Wong,NT,Fair,1
app_465,James,Mclaughlin,SA,Good,0
app_466,Pamela,Green,NT,Poor,0
app_467,Kimberly,Sanders,WA,Good,0
app_468,Richard,Reeves,VIC,Good,0
app_469,Eric,Perez,TAS,Excellent,0
app_470,Heather,Bennett,SA,Fair,0
app_471,Stephen,Kelly,VIC,Excellent,1
app_472,Martin,Smith,ACT,Excellent,1
app_473,Edward,Cook,NT,Good,0
app_474,Veronica,Nelson,VIC,Good,0
app_475,Judy,Duke,TAS,Good,0
app_476,Lisa,Bender,SA,Good,1
app_477,Brooke,Chase,SA,Good,0
app_478,Joseph,Smith,TAS,Excellent,0
app_479,Patricia,Kelly,NT,Fair,0
app_480,Adam,Williams,ACT,Poor,0
app_481,Robert,Erickson,VIC,Good,0
app_482,Brandy,Johnson,VIC,Excellent,0
app_483,Breanna,Johnson,NT,Poor,0
app_484,Kathleen,Zhang,SA,Fair,1
app_485,Daniel,Harrison,TAS,Excellent,0
app_486,Jeremy,Reynolds,VIC,Good,1
app_487,Valerie,Cox,NSW,Fair,0
app_488,Charles,Collins,TAS,Good,0
app_489,Larry,Johnson,TAS,Fair,1
app_490,Joel,Evans,VIC,Poor,1
app_491,Sarah,Mcguire,NT,Good,0
app_492,Bryan,White,VIC,Excellent,0
app_493,Brandon,Morgan,TAS,Good,0
app_494,Theresa,Brown,SA,Excellent,0
app_495,Tammy,Hawkins,WA,Good,0
app_496,Vincent,Hernandez,VIC,Fair,0
app_497,Jessica,Sanders,NT,Fair,0
app_498,Curtis,Stone,VIC,Fair,0
app_499,Antonio,Lee,NSW,Fair,0
app_500,Joseph,Saunders,QLD,Good,0
app_501,Tammy,Peterson,ACT,Excellent,0
app_502,Ann,Johnson,SA,Excellent,1
app_503,Angela,Roman,NT,Excellent,0
app_504,Stuart,Castillo,QLD,Excellent,0
app_505,Jennifer,Patterson,NT,Good,0
app_506,Paul,Wells,WA,Good,0
app_507,Jason,Berg,TAS,Good,0
app_508,Vanessa,Scott,SA,Excellent,0
app_509,Troy,Hernandez,VIC,Excellent,0
app_510,Jason,Lawrence,NT,Excellent,0
app_511,Crystal,Reynolds,SA,Excellent,0
app_512,Timothy,Morales,NSW,Good,0
app_513,Joel,Brandt,VIC,Excellent,0
app_514,Robert,Brock,VIC,Excellent,0
app_515,Kyle,Jones,VIC,Good,0
app_516,Christina,Saunders,SA,Good,0
app_517,Hannah,Brown,QLD,Excellent,0
app_518,Charles,Best,VIC,Excellent,1
app_519,Tracy,Ritter,TAS,Good,0
app_520,Rebecca,Lee,NSW,Good,1
app_521,Thomas,Zimmerman,TAS,Excellent,0
app_522,Jason,Lee,NT,Good,0
app_523,William,Anderson,WA,Good,0
app_524,Matthew,Williams,NT,Good,0
app_525,Samantha,Ellis,TAS,Good,0
app_526,Adam,Harris,NT,Fair,0
app_527,Lindsey,Washington,SA,Excellent,0
app_528,Brian,Tran,SA,Excellent,0
app_529,Jennifer,Cole,VIC,Excellent,0
app_530,Candice,Ward,QLD,Excellent,0
app_531,Michael,Cunningham,QLD,Excellent,0
app_532,Caroline,Richardson,ACT,Good,0
app_533,Barry,Wilson,TAS,Good,0
app_534,Jean,Griffin,TAS,Excellent,0
app_535,Dwayne,Johnson,TAS,Good,0
app_536,Paul,Wilson,WA,Excellent,0
app_537,Lauren,Price,QLD,Good,0
app_538,Sheila,Miller,NT,Good,0
app_539,Corey,Mahoney,QLD,Fair,0
app_540,Michael,Price,TAS,Excellent,0
app_541,Andrew,Davidson,NT,Fair,0
app_542,Brian,Charles,NSW,Good,1
app_543,Alicia,Walters,QLD,Poor,0
app_544,Mark,Miller,WA,Fair,1
app_545,Bobby,Lindsey,SA,Poor,0
app_546,David,Landry,WA,Excellent,0
app_547,Sarah,Wilkins,SA,Excellent,0
app_548,Anna,Barrera,TAS,Excellent,1
app_549,Tyler,Bowers,NSW,Good,0
app_550,Tina,Wilkinson,VIC,Poor,0
app_551,Antonio,Davis,QLD,Poor,1
app_552,Ethan,Jennings,WA,Poor,1
app_553,Yvonne,Lopez,ACT,Fair,0
app_554,Eric,Coleman,TAS,Good,0
app_555,Sue,Martinez,TAS,Good,0
app_556,Nicole,Ponce,ACT,Excellent,0
app_557,Abigail,Jones,WA,Fair,0
app_558,Christina,Lawson,ACT,Good,0
app_559,Angela,Hunter,TAS,Fair,0
app_560,Michele,Carter,TAS,Poor,0
app_561,Ernest,Webb,SA,Excellent,0
app_562,Justin,Stewart,WA,Excellent,0
app_563,Matthew,Thomas,NT,Poor,1
app_564,Elizabeth,Smith,SA,Fair,0
app_565,Christopher,Shepherd,TAS,Fair,0
app_566,Leslie,Meyers,VIC,Good,0
app_567,Cathy,Garcia,NSW,Poor,0
app_568,Charles,Rowe,NSW,Poor,0
app_569,Amanda,Glass,SA,Good,0
app_570,Jeremy,Mclaughlin,VIC,Good,0
app_571,Gregory,Davis,SA,Excellent,0
app_572,Dillon,Hunt,TAS,Excellent,0
app_573,Monica,Perez,TAS,Excellent,0
app_574,Brenda,Ayala,TAS,Good,0
app_575,Brent,Adams,ACT,Excellent,0
app_576,Jessica,Patterson,SA,Excellent,0
app_577,Joanna,Mckay,WA,Poor,0
app_578,Wendy,Brown,VIC,Good,1
app_579,Patricia,Yang,QLD,Poor,1
app_580,Mary,George,NSW,Fair,0
app_581,Scott,Cowan,TAS,Fair,1
app_582,Lauren,Joseph,NT,Excellent,0
app_583,Kurt,Montes,VIC,Fair,1
app_584,Carlos,Stanton,VIC,Fair,1
app_585,Robert,Bennett,SA,Poor,0
app_586,Ashley,Scott,NSW,Excellent,0
app_587,Joseph,Johnson,VIC,Good,0
app_588,Randy,Martin,VIC,Excellent,0
app_589,Angela,Sharp,WA,Poor,0
app_590,Travis,Herring,WA,Excellent,0
app_591,Gregory,Carney,SA,Excellent,1
app_592,Jessica,Bender,WA,Poor,0
app_593,Maria,Welch,QLD,Fair,0
app_594,Ronald,Cortez,TAS,Poor,0
app_595,Christopher,Mendez,NT,Excellent,0
app_596,Douglas,Mitchell,NSW,Fair,0
app_597,Alyssa,Roberson,NT,Poor,0
app_598,Johnny,Scott,SA,Fair,1
app_599,Ricardo,Ray,VIC,Good,0
app_600,Krista,Perkins,ACT,Fair,0
app_601,Kimberly,Gardner,SA,Excellent,0
app_602,Matthew,Campbell,QLD,Excellent,1
app_603,Molly,Stanley,NSW,Good,0
app_604,Karen,Hickman,VIC,Good,0
app_605,Jason,Smith,ACT,Fair,0
app_606,Mario,Dixon,NT,Poor,0
app_607,Jared,Thomas,VIC,Fair,0
app_608,Angela,Gardner,QLD,Fair,0
app_609,Shawn,Powell,SA,Fair,0
